Champion,player,position,games,Win_perc,Champion_Level,KDA,KPAR,DPM,CSPM,CS_at_10,Vision_Score_PM,Enemy_JG_CS,Lane_dif_10,games_total,unique_players,avg_game,wr_round,pick_prop,pick_prop_round,champ_role,win_perc_rnd,playerbase
Lucian,Busioc,Mid,1,1,16,17,0.4857,776.1,7.54,76,0.82,0,1469,5,4,1.25,1,0.2,0.2,Lucian - Mid,100,Broad
Lucian,Spirax,Mid,2,0.5,18,13.5,0.6814,561.6,9.62,81,1.26,9,-960.5,5,4,1.25,0.5,0.4,0.4,Lucian - Mid,50,Medium
Lulu,Robbybob,Mid,6,0.5,15.5,4.29,0.599996101,220.13,7.05,78.17,0.94,0.5,-601.17,10,4,2.5,0.5,0.6,0.6,Lulu - Mid,50,Narrow
Lulu,AlwaysPlanAhea,Mid,2,0.5,17,9,0.8701,522.18,5.95,74,1.14,2,623,10,4,2.5,0.5,0.2,0.2,Lulu - Mid,50,Broad
Lulu,KP Freeze,Mid,1,0,16,1.5,0.8182,503.65,6.57,76,0.63,4,-153,10,4,2.5,0,0.1,0.1,Lulu - Mid,0,Broad
Lulu,Copy,Mid,1,0,15,2,0.6154,359.5,5.91,64,0.68,0,-60,10,4,2.5,0,0.1,0.1,Lulu - Mid,0,Broad
Lux,CptShrimps,Mid,2,0.5,14.5,4,0.8199,272.47,6.61,86,1.02,0,534.5,3,2,1.5,0.5,0.666666667,0.6667,Lux - Mid,50,Narrow
Lux,Seranok,Mid,1,0,18,8,0.5333,681.59,9.24,95,0.91,8,140,3,2,1.5,0,0.333333333,0.3333,Lux - Mid,0,Medium
Malzahar,Sudzzi,Mid,1,0,14,1.33,0.5,223.78,7.24,77,0.85,0,-381,3,3,1,0,0.333333333,0.3333,Malzahar - Mid,0,Medium
Malzahar,Slooshi,Mid,1,0,18,1,1,719.85,10.53,100,0.4,0,1115,3,3,1,0,0.333333333,0.3333,Malzahar - Mid,0,Medium
Malzahar,MasterOfShuriken,Mid,1,0,16,2.4,0.8,801.23,7.5,70,0.75,0,1793,3,3,1,0,0.333333333,0.3333,Malzahar - Mid,0,Medium
Maokai,Sudzzi,Mid,1,0,13,0.86,0.5,372.42,6.56,63,0.4,0,-1406,1,1,1,0,1,1,Maokai - Mid,0,Narrow
Nautilus,Eclipse,Mid,1,0,11,1.29,0.6923,129.87,1.33,12,1.97,0,-3829,1,1,1,0,1,1,Nautilus - Mid,0,Narrow
Nocturne,Sudzzi,Mid,1,0,13,1.5,0.8182,368.32,7.68,81,1.02,0,-559,1,1,1,0,1,1,Nocturne - Mid,0,Narrow
Orianna,Seranok,Mid,1,1,14,14,0.5833,586.98,7.47,81,1.11,12,-85,104,19,5.473684211,1,0.009615385,0.0096,Orianna - Mid,100,Broad
Orianna,Julien,Mid,1,1,18,11,0.6875,619.53,9.15,82,1.72,9,376,104,19,5.473684211,1,0.009615385,0.0096,Orianna - Mid,100,Broad
Orianna,Copy,Mid,3,1,16,8.4,0.6569,631.16,8.5,88,1.06,7.33,446.67,104,19,5.473684211,1,0.028846154,0.0288,Orianna - Mid,100,Broad
Orianna,5Fire,Mid,2,1,16.5,7.2,0.8148,853.26,8.73,86,0.74,4,916,104,19,5.473684211,1,0.019230769,0.0192,Orianna - Mid,100,Broad
Orianna,Robbybob,Mid,7,0.7143,15.71,3.71,0.5858,505.36,8.04,81.14,0.67,1.57,-380.57,104,19,5.473684211,0.7143,0.067307692,0.0673,Orianna - Mid,71.43,Broad
Orianna,AlwaysPlanAhea,Mid,12,0.5833,15.42,4.2,0.7257,581.36,8.17,81.67,0.93,4.17,65.92,104,19,5.473684211,0.5833,0.115384615,0.1154,Orianna - Mid,58.33,Broad
Orianna,Wolfe,Mid,6,0.5,15,3.45,0.6156,524.69,7.89,77.83,1.08,0.33,-81.5,104,19,5.473684211,0.5,0.057692308,0.0577,Orianna - Mid,50,Broad
Orianna,KP Freeze,Mid,8,0.5,16.13,4.2,0.5782,663.19,8.05,83.13,1.16,5.13,816.75,104,19,5.473684211,0.5,0.076923077,0.0769,Orianna - Mid,50,Broad
Orianna,CptShrimps,Mid,4,0.5,16,3.9,0.6265,323.6,8.05,86,1.05,1.75,27.5,104,19,5.473684211,0.5,0.038461538,0.0385,Orianna - Mid,50,Broad
Orianna,Busioc,Mid,16,0.4375,16.06,4.87,0.6932,660.14,8.02,78.06,0.97,3.69,244.13,104,19,5.473684211,0.4375,0.153846154,0.1538,Orianna - Mid,43.75,Broad
Orianna,Enigma,Mid,8,0.375,14.75,4.13,0.6699,706.29,7.49,75,0.9,1.88,759.38,104,19,5.473684211,0.375,0.076923077,0.0769,Orianna - Mid,37.5,Broad
Orianna,Spirax,Mid,3,0.3333,15.33,5.33,0.7738,566.16,8.86,88.67,0.79,1.67,153.67,104,19,5.473684211,0.3333,0.028846154,0.0288,Orianna - Mid,33.33,Broad
Orianna,Young,Mid,10,0.3,14.7,4.48,0.5689,505.99,8.05,78.2,0.73,1,140.6,104,19,5.473684211,0.3,0.096153846,0.0962,Orianna - Mid,30,Broad
Orianna,Yeonbee,Mid,7,0.2857,15.71,3.41,0.8451,618.61,8.26,81,0.97,1.57,317,104,19,5.473684211,0.2857,0.067307692,0.0673,Orianna - Mid,28.57,Broad
Orianna,CommandAttack,Mid,4,0.25,14.75,1.88,0.5692,405.4,7.8,79.75,1.16,1.75,-234,104,19,5.473684211,0.25,0.038461538,0.0385,Orianna - Mid,25,Broad
Orianna,Sudzzi,Mid,5,0.2,15.6,2.67,0.4868,550.27,8.44,81,0.78,2.4,-302.2,104,19,5.473684211,0.2,0.048076923,0.0481,Orianna - Mid,20,Broad
Orianna,Body These Fools,Mid,5,0.2,15.2,1.79,0.6682,533.55,7.79,70.8,0.91,0.2,-787.2,104,19,5.473684211,0.2,0.048076923,0.0481,Orianna - Mid,20,Broad
Orianna,Strompest,Mid,1,0,18,6,0.75,673.65,7.6,78,1.31,4,-1066,104,19,5.473684211,0,0.009615385,0.0096,Orianna - Mid,0,Broad
Orianna,BEACHDAYEVERYDAY,Mid,1,0,18,2.8,0.6087,660.99,6.9,78,1.24,0,56,104,19,5.473684211,0,0.009615385,0.0096,Orianna - Mid,0,Broad
Ornn,Copy,Mid,1,1,15,10,0.625,451.98,6.1,77,0.64,0,-209,4,3,1.333333333,1,0.25,0.25,Ornn - Mid,100,Medium
Ornn,Robbybob,Mid,2,0,15,1.5,0.5818,337.43,6.44,72,0.65,0,-579,4,3,1.333333333,0,0.5,0.5,Ornn - Mid,0,Medium
Ornn,AlwaysPlanAhea,Mid,1,0,15,0.67,0.5714,223.93,6.08,60,0.81,0,-664,4,3,1.333333333,0,0.25,0.25,Ornn - Mid,0,Medium
Pantheon,Yeonbee,Mid,1,1,17,4.33,0.5909,424.14,6.61,62,1.19,8,528,4,3,1.333333333,1,0.25,0.25,Pantheon - Mid,100,Medium
Pantheon,5Fire,Mid,2,0.5,15,2.46,0.6319,728.9,6.55,56.5,0.98,2,2117,4,3,1.333333333,0.5,0.5,0.5,Pantheon - Mid,50,Medium
Pantheon,MasterOfShuriken,Mid,1,0,15,1.75,0.4118,577.35,6.18,65,1.06,0,-1089,4,3,1.333333333,0,0.25,0.25,Pantheon - Mid,0,Medium
Pyke,Eclipse,Mid,1,0,11,1,0.625,367.67,5.53,58,0.7,0,-2013,1,1,1,0,1,1,Pyke - Mid,0,Narrow
Rumble,Eclipse,Mid,2,1,16.5,4.56,0.6048,860.51,6.32,67,0.88,5.5,279.5,24,7,3.428571429,1,0.083333333,0.0833,Rumble - Mid,100,Broad
Rumble,Busioc,Mid,1,1,14,12,0.4138,588.76,6.52,66,0.45,0,1490,24,7,3.428571429,1,0.041666667,0.0417,Rumble - Mid,100,Broad
Rumble,5Fire,Mid,3,0.6667,14,3.77,0.809,689.52,6.88,74.33,1.04,3,309,24,7,3.428571429,0.6667,0.125,0.125,Rumble - Mid,66.67,Broad
Rumble,CptShrimps,Mid,12,0.4167,15.17,4.88,0.7362,686.41,6.75,72.5,1,2.33,21.33,24,7,3.428571429,0.4167,0.5,0.5,Rumble - Mid,41.67,Medium
Rumble,Wolfe,Mid,3,0.3333,14.67,2,0.5308,375.64,6.2,68.67,1.16,0,441.67,24,7,3.428571429,0.3333,0.125,0.125,Rumble - Mid,33.33,Broad
Rumble,Young,Mid,1,0,12,0.5,0.2,136.85,7.98,79,0.58,0,-995,24,7,3.428571429,0,0.041666667,0.0417,Rumble - Mid,0,Broad
Rumble,Body These Fools,Mid,2,0,11.5,1.5,0.525,415.33,6.33,62.5,0.79,0,-1431,24,7,3.428571429,0,0.083333333,0.0833,Rumble - Mid,0,Broad
Ryze,Spirax,Mid,1,1,16,2.88,0.7188,1109.49,7.67,60,0.9,1,-474,17,8,2.125,1,0.058823529,0.0588,Ryze - Mid,100,Broad
Ryze,Robbybob,Mid,1,1,17,13,0.5417,892.17,11.27,84,0.94,0,529,17,8,2.125,1,0.058823529,0.0588,Ryze - Mid,100,Broad
Ryze,HighKeySavage,Mid,1,1,17,5.33,0.7273,704.74,7.41,59,0.78,15,-1793,17,8,2.125,1,0.058823529,0.0588,Ryze - Mid,100,Broad
Ryze,Dziarmaga,Mid,1,1,16,15,0.7143,675.18,6.77,67,1.01,1,630,17,8,2.125,1,0.058823529,0.0588,Ryze - Mid,100,Broad
Ryze,Yeonbee,Mid,3,0.6667,17.67,4.78,0.8085,657.05,9.45,80,1.35,9,-481,17,8,2.125,0.6667,0.176470588,0.1765,Ryze - Mid,66.67,Broad
Ryze,Descraton,Mid,3,0.6667,16.33,2,0.5587,534.71,9.15,72.67,1.01,10.67,414.33,17,8,2.125,0.6667,0.176470588,0.1765,Ryze - Mid,66.67,Broad
Ryze,Strompest,Mid,6,0.1667,16.33,3.14,0.6577,475.92,9.15,86.33,0.85,5,-462.33,17,8,2.125,0.1667,0.352941176,0.3529,Ryze - Mid,16.67,Medium
Ryze,Rovex,Mid,1,0,15,1.33,0.6667,708.48,8.3,95,0.9,17,375,17,8,2.125,0,0.058823529,0.0588,Ryze - Mid,0,Broad
Sivir,CommandAttack,Mid,1,1,12,5,0.5,254.25,7.52,50,0.75,16,-2269,1,1,1,1,1,1,Sivir - Mid,100,Narrow
Swain,CptShrimps,Mid,2,1,13.5,6,0.5,411.26,6.87,64,0.99,2,1016,2,1,2,1,1,1,Swain - Mid,100,Narrow
Sylas,Robbybob,Mid,1,1,15,2.8,0.7,420.62,5.79,60,0.77,0,-1624,9,6,1.5,1,0.111111111,0.1111,Sylas - Mid,100,Broad
Sylas,CptShrimps,Mid,1,1,18,8,0.6154,556.51,6.74,63,1,0,370,9,6,1.5,1,0.111111111,0.1111,Sylas - Mid,100,Broad
Sylas,Spirax,Mid,3,0.6667,15.67,3.83,0.5172,803.22,7.6,77.67,0.87,4,-2.67,9,6,1.5,0.6667,0.333333333,0.3333,Sylas - Mid,66.67,Medium
Sylas,Sudzzi,Mid,1,0,12,1.33,0.5714,443.35,7.19,70,0.52,0,-966,9,6,1.5,0,0.111111111,0.1111,Sylas - Mid,0,Broad
Sylas,Strompest,Mid,2,0,11,1,0.8077,446.23,6.01,68.5,0.5,0,375.5,9,6,1.5,0,0.222222222,0.2222,Sylas - Mid,0,Medium
Sylas,BEACHDAYEVERYDAY,Mid,1,0,14,1,0.35,405.19,4.69,65,0.59,0,-1459,9,6,1.5,0,0.111111111,0.1111,Sylas - Mid,0,Broad
Syndra,Seranok,Mid,1,1,16,6,0.6667,457.59,7.86,70,1.19,0,-593,126,22,5.727272727,1,0.007936508,0.0079,Syndra - Mid,100,Broad
Syndra,Dziarmaga,Mid,1,1,15,2.17,0.52,543.77,6.34,79,1.16,0,-1305,126,22,5.727272727,1,0.007936508,0.0079,Syndra - Mid,100,Broad
Syndra,Wolfe,Mid,18,0.8889,16.11,4.42,0.5239,631,7.67,80.28,1.07,1.61,4,126,22,5.727272727,0.8889,0.142857143,0.1429,Syndra - Mid,88.89,Broad
Syndra,AlwaysPlanAhea,Mid,11,0.7273,15.18,3.48,0.4951,572.42,7.93,78.09,0.91,5.36,437.91,126,22,5.727272727,0.7273,0.087301587,0.0873,Syndra - Mid,72.73,Broad
Syndra,Young,Mid,9,0.6667,14.33,3.59,0.5823,600.3,8.08,79.44,0.75,1.56,668.11,126,22,5.727272727,0.6667,0.071428571,0.0714,Syndra - Mid,66.67,Broad
Syndra,Robbybob,Mid,3,0.6667,15,2.6,0.5173,456.07,7.74,81.33,0.84,1.67,61.67,126,22,5.727272727,0.6667,0.023809524,0.0238,Syndra - Mid,66.67,Broad
Syndra,HighKeySavage,Mid,12,0.6667,14.67,3.04,0.5651,627.15,7.78,70.67,0.91,3,26.58,126,22,5.727272727,0.6667,0.095238095,0.0952,Syndra - Mid,66.67,Broad
Syndra,Enigma,Mid,3,0.6667,13,4.5,0.5132,520.44,7.65,82.67,0.89,2.67,259.33,126,22,5.727272727,0.6667,0.023809524,0.0238,Syndra - Mid,66.67,Broad
Syndra,Copy,Mid,3,0.6667,16.67,2.69,0.4986,673.01,8.02,88,0.85,0.33,-66,126,22,5.727272727,0.6667,0.023809524,0.0238,Syndra - Mid,66.67,Broad
Syndra,CommandAttack,Mid,9,0.6667,15.56,2.44,0.5155,491.18,7.73,84.11,1.19,5.22,-509.56,126,22,5.727272727,0.6667,0.071428571,0.0714,Syndra - Mid,66.67,Broad
Syndra,Sudzzi,Mid,2,0.5,15.5,6.4,0.648,753.14,8.01,85.5,0.97,2,-336.5,126,22,5.727272727,0.5,0.015873016,0.0159,Syndra - Mid,50,Broad
Syndra,Body These Fools,Mid,4,0.5,13.75,3.5,0.429,415.23,8.12,81,0.93,1.25,-1028.75,126,22,5.727272727,0.5,0.031746032,0.0317,Syndra - Mid,50,Broad
Syndra,KP Freeze,Mid,9,0.4444,15.67,2.48,0.4819,753.22,8.16,83.44,0.88,2.33,605.78,126,22,5.727272727,0.4444,0.071428571,0.0714,Syndra - Mid,44.44,Broad
Syndra,Busioc,Mid,14,0.4286,16.29,2.63,0.5832,668.8,7.58,71.36,0.85,1.93,-672.64,126,22,5.727272727,0.4286,0.111111111,0.1111,Syndra - Mid,42.86,Broad
Syndra,Yeonbee,Mid,3,0.3333,16.67,3.33,0.5792,592.77,7.68,82,1.42,4.33,-286.33,126,22,5.727272727,0.3333,0.023809524,0.0238,Syndra - Mid,33.33,Broad
Syndra,5Fire,Mid,3,0.3333,16.33,2.17,0.6412,804.14,8,79.33,1.06,1.67,77.67,126,22,5.727272727,0.3333,0.023809524,0.0238,Syndra - Mid,33.33,Broad
Syndra,Strompest,Mid,6,0.1667,15.17,2.03,0.7733,588.83,7.87,78.83,1.06,1.5,135,126,22,5.727272727,0.1667,0.047619048,0.0476,Syndra - Mid,16.67,Broad
Syndra,Spirax,Mid,8,0.125,14.38,2.14,0.6436,608.26,7.63,66.13,0.91,2,-374.38,126,22,5.727272727,0.125,0.063492063,0.0635,Syndra - Mid,12.5,Broad
Syndra,Slooshi,Mid,1,0,16,1,0.4118,445.37,7.77,74,0.82,0,464,126,22,5.727272727,0,0.007936508,0.0079,Syndra - Mid,0,Broad
Syndra,MasterOfShuriken,Mid,2,0,14.5,1.14,0.6571,342.26,8.01,80.5,0.99,0,-392,126,22,5.727272727,0,0.015873016,0.0159,Syndra - Mid,0,Broad
Syndra,Julien,Mid,2,0,15.5,1.13,0.4286,512.21,9.24,81,0.92,0.5,112,126,22,5.727272727,0,0.015873016,0.0159,Syndra - Mid,0,Broad
Syndra,BEACHDAYEVERYDAY,Mid,2,0,11.5,1,0.5357,309.58,7.37,74,0.76,1,-314.5,126,22,5.727272727,0,0.015873016,0.0159,Syndra - Mid,0,Broad
Taliyah,AlwaysPlanAhea,Mid,9,0.4444,15.33,2.82,0.6308,624.34,7.67,79,0.97,4.33,99.11,9,1,9,0.4444,1,1,Taliyah - Mid,44.44,Narrow
Thresh,Dziarmaga,Mid,1,0,15,3.8,0.7308,145.69,0.85,12,2.21,0,-2544,1,1,1,0,1,1,Thresh - Mid,0,Narrow
Twisted Fate,KP Freeze,Mid,2,1,14.5,4.44,0.6098,624.9,6.02,60,0.99,4,-186,28,13,2.153846154,1,0.071428571,0.0714,Twisted Fate - Mid,100,Broad
Twisted Fate,Copy,Mid,2,1,17,9,0.6521,614.24,8.59,79,0.71,0,378.5,28,13,2.153846154,1,0.071428571,0.0714,Twisted Fate - Mid,100,Broad
Twisted Fate,BEACHDAYEVERYDAY,Mid,1,1,18,4,0.6957,560.25,8.82,72,1.03,4,1066,28,13,2.153846154,1,0.035714286,0.0357,Twisted Fate - Mid,100,Broad
Twisted Fate,5Fire,Mid,3,1,13.67,5.5,0.6252,541.19,8.72,85.67,1.02,4.67,1202.33,28,13,2.153846154,1,0.107142857,0.1071,Twisted Fate - Mid,100,Broad
Twisted Fate,Yeonbee,Mid,2,0.5,13,3.33,0.6157,445.75,8.19,72,0.82,0,792.5,28,13,2.153846154,0.5,0.071428571,0.0714,Twisted Fate - Mid,50,Broad
Twisted Fate,Sudzzi,Mid,2,0.5,15,4.4,0.6061,470.82,7.39,78.5,0.53,2,-23,28,13,2.153846154,0.5,0.071428571,0.0714,Twisted Fate - Mid,50,Broad
Twisted Fate,HighKeySavage,Mid,2,0.5,13,2.14,0.47,312.55,6.42,65,0.63,0,-347.5,28,13,2.153846154,0.5,0.071428571,0.0714,Twisted Fate - Mid,50,Broad
Twisted Fate,CptShrimps,Mid,3,0.3333,16,4.5,0.4763,430.94,7.07,72.67,1.19,4,18.33,28,13,2.153846154,0.3333,0.107142857,0.1071,Twisted Fate - Mid,33.33,Broad
Twisted Fate,Strompest,Mid,6,0.1667,14.67,2.24,0.6901,488.49,7.2,76.83,1.08,1.67,640,28,13,2.153846154,0.1667,0.214285714,0.2143,Twisted Fate - Mid,16.67,Medium
Twisted Fate,MasterOfShuriken,Mid,1,0,12,1,0.5,378.78,6.34,65,0.77,0,3455,28,13,2.153846154,0,0.035714286,0.0357,Twisted Fate - Mid,0,Broad
Twisted Fate,Enigma,Mid,1,0,13,2.25,0.75,509.2,6.46,75,0.72,1,-540,28,13,2.153846154,0,0.035714286,0.0357,Twisted Fate - Mid,0,Broad
Twisted Fate,Eclipse,Mid,1,0,10,1,0.5,364.76,8.63,83,0.97,0,-17,28,13,2.153846154,0,0.035714286,0.0357,Twisted Fate - Mid,0,Broad
Twisted Fate,CommandAttack,Mid,2,0,14.5,2.14,0.5556,395.98,6.52,65.5,0.93,0,-413.5,28,13,2.153846154,0,0.071428571,0.0714,Twisted Fate - Mid,0,Broad
Twitch,Yeonbee,Mid,1,1,15,10,0.7143,974.1,7.17,72,0.66,8,-1752,1,1,1,1,1,1,Twitch - Mid,100,Narrow
Vayne,Strompest,Mid,2,0,15,1,0.5325,688,7.72,80,1.09,0,-455,2,1,2,0,1,1,Vayne - Mid,0,Narrow
Veigar,CommandAttack,Mid,2,0.5,12.5,4,0.5167,281.25,7.03,76,1.19,0,-256.5,9,6,1.5,0.5,0.222222222,0.2222,Veigar - Mid,50,Medium
Veigar,5Fire,Mid,2,0.5,16,2.27,0.7143,729.15,7.19,65.5,1.08,0,349.5,9,6,1.5,0.5,0.222222222,0.2222,Veigar - Mid,50,Medium
Veigar,Young,Mid,1,0,12,0.67,0.5455,340.26,6.11,58,0.69,0,-1549,9,6,1.5,0,0.111111111,0.1111,Veigar - Mid,0,Broad
Veigar,Robbybob,Mid,2,0,15.5,2.71,0.8261,606.34,8.41,83.5,0.58,2,-494,9,6,1.5,0,0.222222222,0.2222,Veigar - Mid,0,Medium
Veigar,KP Freeze,Mid,1,0,13,1.25,0.4545,477.77,6.38,78,0.81,0,-284,9,6,1.5,0,0.111111111,0.1111,Veigar - Mid,0,Broad
Veigar,Dziarmaga,Mid,1,0,16,0.5,0.375,254.29,9.13,81,0.83,0,-285,9,6,1.5,0,0.111111111,0.1111,Veigar - Mid,0,Broad
VelKoz,Young,Mid,1,1,17,2.2,0.5238,764.88,6.74,85,0.73,0,-121,14,6,2.333333333,1,0.071428571,0.0714,VelKoz - Mid,100,Broad
VelKoz,CommandAttack,Mid,2,1,17.5,22.5,0.7581,624.7,7.77,81.5,1.85,6,747,14,6,2.333333333,1,0.142857143,0.1429,VelKoz - Mid,100,Broad
VelKoz,Wolfe,Mid,3,0.6667,13,3.71,0.4079,503.35,8.14,81.33,0.87,0,-307.67,14,6,2.333333333,0.6667,0.214285714,0.2143,VelKoz - Mid,66.67,Medium
VelKoz,Spirax,Mid,4,0.25,16,2.31,0.6681,743.21,7.89,81.75,0.9,1,-43,14,6,2.333333333,0.25,0.285714286,0.2857,VelKoz - Mid,25,Medium
VelKoz,Enigma,Mid,3,0,12.33,0.77,0.6,404.07,7.51,79,0.81,0,-631.33,14,6,2.333333333,0,0.214285714,0.2143,VelKoz - Mid,0,Medium
VelKoz,Body These Fools,Mid,1,0,14,0.8,0.2667,433.13,8.16,80,0.95,0,-129,14,6,2.333333333,0,0.071428571,0.0714,VelKoz - Mid,0,Broad
Viktor,Wolfe,Mid,1,1,18,10,0.5556,610.48,8.78,94,1.43,16,27,17,10,1.7,1,0.058823529,0.0588,Viktor - Mid,100,Broad
Viktor,Slooshi,Mid,1,1,18,5,0.625,702.22,8.74,87,1.52,0,806,17,10,1.7,1,0.058823529,0.0588,Viktor - Mid,100,Broad
Viktor,CommandAttack,Mid,2,1,17,9.67,0.537,782.43,8.92,82,1.48,18,29.5,17,10,1.7,1,0.117647059,0.1176,Viktor - Mid,100,Broad
Viktor,Eclipse,Mid,4,0.25,14.75,2.06,0.5201,643.21,7.47,75.75,0.76,7.5,-435,17,10,1.7,0.25,0.235294118,0.2353,Viktor - Mid,25,Medium
Viktor,Sudzzi,Mid,1,0,16,1.75,0.5385,618.09,7.69,87,0.95,0,392,17,10,1.7,0,0.058823529,0.0588,Viktor - Mid,0,Broad
Viktor,Spirax,Mid,2,0,17,2,0.5238,759.93,8.83,87.5,0.83,0,-328,17,10,1.7,0,0.117647059,0.1176,Viktor - Mid,0,Broad
Viktor,KP Freeze,Mid,1,0,15,1.11,0.4762,723.73,7.9,71,1.04,0,-1335,17,10,1.7,0,0.058823529,0.0588,Viktor - Mid,0,Broad
Viktor,Copy,Mid,1,0,10,0,0,229.24,6.5,66,0.46,0,-2209,17,10,1.7,0,0.058823529,0.0588,Viktor - Mid,0,Broad
Viktor,Body These Fools,Mid,3,0,16.33,2.25,0.6209,709.14,8.45,80.33,0.96,0,248,17,10,1.7,0,0.176470588,0.1765,Viktor - Mid,0,Broad
Viktor,BEACHDAYEVERYDAY,Mid,1,0,13,2,0.4444,496.15,7.31,72,0.86,0,1401,17,10,1.7,0,0.058823529,0.0588,Viktor - Mid,0,Broad
Vladimir,KP Freeze,Mid,4,0.75,14,3.25,0.5607,704.85,7.23,69,0.78,1,-816,11,3,3.666666667,0.75,0.363636364,0.3636,Vladimir - Mid,75,Medium
Vladimir,Strompest,Mid,6,0.3333,14.83,2.58,0.6792,663.09,7.67,71.33,0.85,1.83,-135.33,11,3,3.666666667,0.3333,0.545454545,0.5455,Vladimir - Mid,33.33,Medium
Vladimir,Young,Mid,1,0,16,1.67,0.4762,511.48,6.74,58,0.75,0,-1628,11,3,3.666666667,0,0.090909091,0.0909,Vladimir - Mid,0,Broad
Xerath,Copy,Mid,1,1,16,6,0.6667,818.12,7.16,70,0.94,0,952,3,2,1.5,1,0.333333333,0.3333,Xerath - Mid,100,Medium
Xerath,Wolfe,Mid,2,0.5,16,3,0.6648,903.1,7.31,70,0.54,0.5,-1258,3,2,1.5,0.5,0.666666667,0.6667,Xerath - Mid,50,Narrow
Yasuo,Young,Mid,5,1,16,5.13,0.616,474.74,7.72,78,0.82,5.2,-170.8,19,6,3.166666667,1,0.263157895,0.2632,Yasuo - Mid,100,Medium
Yasuo,Enigma,Mid,1,1,16,3,0.3214,473.39,7.97,95,0.87,4,633,19,6,3.166666667,1,0.052631579,0.0526,Yasuo - Mid,100,Broad
Yasuo,Spirax,Mid,3,0.3333,16.33,1.92,0.6209,331.14,8.51,84.67,0.77,4,90.67,19,6,3.166666667,0.3333,0.157894737,0.1579,Yasuo - Mid,33.33,Broad
Yasuo,Robbybob,Mid,6,0.3333,16.5,3.1,0.5946,495.72,8.67,87.83,0.73,1.33,585.67,19,6,3.166666667,0.3333,0.315789474,0.3158,Yasuo - Mid,33.33,Medium
Yasuo,Body These Fools,Mid,3,0.3333,14.33,1.44,0.4616,408.58,7.93,67.33,0.83,1.67,23.33,19,6,3.166666667,0.3333,0.157894737,0.1579,Yasuo - Mid,33.33,Broad
Yasuo,Strompest,Mid,1,0,15,0.38,0.3333,426.38,7.48,78,0.84,0,-456,19,6,3.166666667,0,0.052631579,0.0526,Yasuo - Mid,0,Broad
Ziggs,Julien,Mid,2,1,18,5.57,0.78,944.31,8.09,89,1.39,0,487.5,4,3,1.333333333,1,0.5,0.5,Ziggs - Mid,100,Medium
Ziggs,AlwaysPlanAhea,Mid,1,1,14,13,0.619,1081.55,7.35,69,1.09,0,-1284,4,3,1.333333333,1,0.25,0.25,Ziggs - Mid,100,Medium
Ziggs,5Fire,Mid,1,1,15,6,0.6207,997.4,8.76,81,1.38,1,1108,4,3,1.333333333,1,0.25,0.25,Ziggs - Mid,100,Medium
Zilean,Rovex,Mid,1,1,17,6,0.6,481.79,6.88,63,0.9,2,-115,7,5,1.4,1,0.142857143,0.1429,Zilean - Mid,100,Broad
Zilean,KP Freeze,Mid,1,1,15,29,0.6591,525.85,5.85,58,0.64,0,-72,7,5,1.4,1,0.142857143,0.1429,Zilean - Mid,100,Broad
Zilean,Copy,Mid,1,1,15,6.5,0.4815,433.47,6.7,62,0.8,0,-1439,7,5,1.4,1,0.142857143,0.1429,Zilean - Mid,100,Broad
Zilean,5Fire,Mid,2,1,14,10,0.7451,659.15,6.98,72.5,0.79,1,-52.5,7,5,1.4,1,0.285714286,0.2857,Zilean - Mid,100,Medium
Zilean,CommandAttack,Mid,2,0,18,2.2,0.4792,516.54,8.64,76.5,1.33,0,-227.5,7,5,1.4,0,0.285714286,0.2857,Zilean - Mid,0,Medium
Zoe,CommandAttack,Mid,1,1,18,5,0.6757,709.67,5.85,61,1.41,5,-725,65,15,4.333333333,1,0.015384615,0.0154,Zoe - Mid,100,Broad
Zoe,BEACHDAYEVERYDAY,Mid,1,1,14,18,0.5455,613.41,6.16,52,1.01,0,-252,65,15,4.333333333,1,0.015384615,0.0154,Zoe - Mid,100,Broad
Zoe,5Fire,Mid,4,1,15,5.23,0.677,876.16,7.27,79,0.97,4.5,376.25,65,15,4.333333333,1,0.061538462,0.0615,Zoe - Mid,100,Broad
Zoe,Copy,Mid,9,0.8889,14.44,5.64,0.5927,678.62,7.56,80.22,0.96,2.22,1031.11,65,15,4.333333333,0.8889,0.138461538,0.1385,Zoe - Mid,88.89,Broad
Zoe,Wolfe,Mid,6,0.8333,15.17,6.33,0.5956,689.38,7.32,79.5,1.05,2.67,295.33,65,15,4.333333333,0.8333,0.092307692,0.0923,Zoe - Mid,83.33,Broad
Zoe,Busioc,Mid,11,0.8182,15.27,8.29,0.6027,729.75,7.47,76.64,0.85,2.64,199.82,65,15,4.333333333,0.8182,0.169230769,0.1692,Zoe - Mid,81.82,Broad
Zoe,Young,Mid,11,0.5455,15.64,4.15,0.5932,590.86,7.74,84.73,0.84,3.55,657.09,65,15,4.333333333,0.5455,0.169230769,0.1692,Zoe - Mid,54.55,Broad
Zoe,KP Freeze,Mid,6,0.3333,15.17,2.74,0.5893,628.57,7.19,74,0.89,2.67,139,65,15,4.333333333,0.3333,0.092307692,0.0923,Zoe - Mid,33.33,Broad
Zoe,CptShrimps,Mid,5,0.2,14.8,2.82,0.781,647.07,7.1,81,1.14,3.2,638,65,15,4.333333333,0.2,0.076923077,0.0769,Zoe - Mid,20,Broad
