Champion,player,position,games,Win_perc,Champion_Level,KDA,KPAR,DPM,CSPM,CS_at_10,Vision_Score_PM,Enemy_JG_CS,Lane_dif_10,games_total,unique_players,avg_game,wr_round,pick_prop,pick_prop_round,champ_role
Maokai,A 5,Top,1,0,15,2,0.4,409.52,7.76,66,0.65,0,-827,25,15,1.666666667,0,0.04,0.04,Maokai - Top
Mordekaiser,Tony Top,Top,1,1,16,4,0.4444,574.54,6.88,75,0.81,4,12,30,15,2,1,0.033333333,0.0333,Mordekaiser - Top
Mordekaiser,TheRealPhilip,Top,1,1,16,3,0.4286,570.23,6.35,76,1.06,8,943,30,15,2,1,0.033333333,0.0333,Mordekaiser - Top
Mordekaiser,Tenacity,Top,3,1,17,5.14,0.5557,479.82,9.04,84,0.82,12,894.33,30,15,2,1,0.1,0.1,Mordekaiser - Top
Mordekaiser,Sunwoojung,Top,1,1,14,10,0.4762,364.01,7.67,66,0.97,0,-160,30,15,2,1,0.033333333,0.0333,Mordekaiser - Top
Mordekaiser,Lawrence,Top,1,1,13,4.5,0.45,578.29,6.61,69,0.6,6,-699,30,15,2,1,0.033333333,0.0333,Mordekaiser - Top
Mordekaiser,Dragoon,Top,2,1,17,5.4,0.4901,563.95,6.73,73.5,0.86,6.5,1267.5,30,15,2,1,0.066666667,0.0667,Mordekaiser - Top
Mordekaiser,Dinka,Top,6,0.8333,16.67,4.87,0.5782,624.24,7.61,75.17,0.89,1.5,853.67,30,15,2,0.8333,0.2,0.2,Mordekaiser - Top
Mordekaiser,T21 Kedeck,Top,2,0.5,13.5,1.27,0.3571,463.63,6.08,56,0.76,2,-870.5,30,15,2,0.5,0.066666667,0.0667,Mordekaiser - Top
Mordekaiser,Aetheres,Top,2,0.5,16.5,1.75,0.5522,685.58,6.98,76,1.05,2.5,854.5,30,15,2,0.5,0.066666667,0.0667,Mordekaiser - Top
Mordekaiser,Gible,Top,3,0.3333,15,1.3,0.3952,539.48,7.66,78,0.64,0.33,1022,30,15,2,0.3333,0.1,0.1,Mordekaiser - Top
Mordekaiser,Brown Man Darius,Top,4,0.25,14.75,1.68,0.4573,428.87,6.67,70.25,0.73,2.25,113.5,30,15,2,0.25,0.133333333,0.1333,Mordekaiser - Top
Mordekaiser,Rodov,Top,1,0,17,1.14,0.5714,672.55,7.71,83,0.49,4,1955,30,15,2,0,0.033333333,0.0333,Mordekaiser - Top
Mordekaiser,K?kvin,Top,1,0,13,0.5,0.3,339.61,6.51,69,0.45,0,-1255,30,15,2,0,0.033333333,0.0333,Mordekaiser - Top
Mordekaiser,Engo,Top,1,0,11,0,0,316.06,6.76,64,0.69,0,-2359,30,15,2,0,0.033333333,0.0333,Mordekaiser - Top
Mordekaiser,A 5,Top,1,0,13,1.14,0.5714,516.47,5.53,60,0.51,0,-2209,30,15,2,0,0.033333333,0.0333,Mordekaiser - Top
Nasus,InchesEvan,Top,1,1,16,6,0.6316,459.76,6.08,57,0.62,0,-1465,1,1,1,1,1,1,Nasus - Top
Neeko,XQC ALPHA SNIPER,Top,2,0,13.5,0.91,0.4524,607.1,6.45,70,0.86,0,-381,2,1,2,0,1,1,Neeko - Top
Nocturne,Rodov,Top,1,0,16,2.25,0.75,597.97,7.48,82,1.12,0,1310,1,1,1,0,1,1,Nocturne - Top
Olaf,Lawrence,Top,1,1,16,5.4,0.7105,704.22,5.7,1,1.2,13,1670,1,1,1,1,1,1,Olaf - Top
Ornn,Tenacity,Top,1,1,17,15,0.625,422.73,7.09,70,1.53,0,-330,166,26,6.384615385,1,0.006024096,0.006,Ornn - Top
Ornn,FallenBandit,Top,3,1,16.67,9.83,0.7101,458.08,5.69,59.33,1.03,0.67,274.33,166,26,6.384615385,1,0.018072289,0.0181,Ornn - Top
Ornn,Aetheres,Top,17,0.7647,15.88,3.35,0.6144,519.85,6.02,62.29,0.79,0.71,-228,166,26,6.384615385,0.7647,0.102409639,0.1024,Ornn - Top
Ornn,Niles,Top,13,0.6923,14.31,2.51,0.5333,396.93,6,65.77,0.87,0.77,-335.31,166,26,6.384615385,0.6923,0.078313253,0.0783,Ornn - Top
Ornn,PieCakeLord,Top,12,0.6667,15.08,2.44,0.6636,451.29,6.24,62.67,0.85,0.42,-209.92,166,26,6.384615385,0.6667,0.072289157,0.0723,Ornn - Top
Ornn,Engo,Top,16,0.625,15.63,3.33,0.5208,418.33,6.84,70.38,1.11,0.94,365.88,166,26,6.384615385,0.625,0.096385542,0.0964,Ornn - Top
Ornn,Quas,Top,7,0.5714,15.14,3,0.4809,508.57,6.57,71.14,0.65,3.57,225,166,26,6.384615385,0.5714,0.042168675,0.0422,Ornn - Top
Ornn,Rodov,Top,6,0.5,14.67,2.21,0.526,365.9,6.81,72.83,0.6,0,64.67,166,26,6.384615385,0.5,0.036144578,0.0361,Ornn - Top
Ornn,Dragoon,Top,6,0.5,14.67,3.63,0.6171,453.84,6.25,66.67,0.76,0,-554.5,166,26,6.384615385,0.5,0.036144578,0.0361,Ornn - Top
Ornn,Gible,Top,11,0.4545,13.91,2.29,0.5477,386.5,6.49,62.36,0.66,0.55,-397.09,166,26,6.384615385,0.4545,0.06626506,0.0663,Ornn - Top
Ornn,Tony Top,Top,5,0.4,15.4,3.1,0.4099,342.77,6.8,72.6,0.88,0,63,166,26,6.384615385,0.4,0.030120482,0.0301,Ornn - Top
Ornn,TheRealPhilip,Top,15,0.4,14.93,2.9,0.5516,361.35,5.87,64,0.81,0.13,-262.87,166,26,6.384615385,0.4,0.090361446,0.0904,Ornn - Top
Ornn,Topopotamus,Top,3,0.3333,15.67,1.3,0.3795,238.98,6.74,60.67,0.77,0,-1230.33,166,26,6.384615385,0.3333,0.018072289,0.0181,Ornn - Top
Ornn,T21 Kedeck,Top,3,0.3333,12.33,1.44,0.4727,371.13,4.94,54,0.43,0,-1403.33,166,26,6.384615385,0.3333,0.018072289,0.0181,Ornn - Top
Ornn,CJ,Top,3,0.3333,15.33,2.55,0.547,426.88,6.29,67.67,0.78,0,-465.67,166,26,6.384615385,0.3333,0.018072289,0.0181,Ornn - Top
Ornn,Sunwoojung,Top,5,0.2,14,1.78,0.4546,352.45,6.16,61,0.73,0,-204.2,166,26,6.384615385,0.2,0.030120482,0.0301,Ornn - Top
Ornn,A 5,Top,5,0.2,14.4,3.13,0.5158,448.32,7.27,74.2,0.78,1,927.2,166,26,6.384615385,0.2,0.030120482,0.0301,Ornn - Top
Ornn,Lawrence,Top,7,0.1429,13,1.37,0.5205,418.79,5.81,62.86,0.77,0.57,-563,166,26,6.384615385,0.1429,0.042168675,0.0422,Ornn - Top
Ornn,Dinka,Top,7,0.1429,15.57,1.59,0.4432,348.35,6.76,62.14,0.79,0.43,-449.29,166,26,6.384615385,0.1429,0.042168675,0.0422,Ornn - Top
Ornn,InchesEvan,Top,13,0.0769,14.31,1.81,0.5442,390.41,5.7,62.08,0.74,0.31,-915.92,166,26,6.384615385,0.0769,0.078313253,0.0783,Ornn - Top
Ornn,Srrty,Top,1,0,14,1.5,0.6,397.53,7.26,60,0.41,0,-619,166,26,6.384615385,0,0.006024096,0.006,Ornn - Top
Ornn,Mateusz,Top,1,0,14,1.67,0.8333,311.1,7.35,68,0.53,0,-943,166,26,6.384615385,0,0.006024096,0.006,Ornn - Top
Ornn,K?kvin,Top,1,0,13,0.8,0.6667,234.12,5.64,62,0.49,0,-2677,166,26,6.384615385,0,0.006024096,0.006,Ornn - Top
Ornn,Eastan,Top,1,0,16,2.43,0.5313,447.33,5.38,62,0.84,0,-1204,166,26,6.384615385,0,0.006024096,0.006,Ornn - Top
Ornn,CJSphinx,Top,2,0,14,0.44,0.3714,379.54,5.58,58,0.58,0,-1455,166,26,6.384615385,0,0.012048193,0.012,Ornn - Top
Ornn,Brown Man Darius,Top,2,0,15,2.25,0.6058,422.8,5.78,65.5,0.64,2,-80.5,166,26,6.384615385,0,0.012048193,0.012,Ornn - Top
Poppy,Topopotamus,Top,1,1,13,2.33,0.28,194.46,6,43,0.61,2,-2613,10,6,1.666666667,1,0.1,0.1,Poppy - Top
Poppy,Sunwoojung,Top,1,1,16,5.5,0.44,529.12,4.94,50,1.2,0,365,10,6,1.666666667,1,0.1,0.1,Poppy - Top
Poppy,Gible,Top,4,0.25,15.25,1.79,0.5853,441.11,5.85,56,0.69,0,-255,10,6,1.666666667,0.25,0.4,0.4,Poppy - Top
Poppy,TheRealPhilip,Top,1,0,13,1.5,0.4286,251.84,6.63,76,0.93,4,262,10,6,1.666666667,0,0.1,0.1,Poppy - Top
Poppy,Shamwow,Top,1,0,16,2.25,0.5,438.87,6.18,57,1.17,0,-99,10,6,1.666666667,0,0.1,0.1,Poppy - Top
Poppy,Engo,Top,2,0,14,1.56,0.5298,366.98,6.59,55.5,0.77,0,-1023,10,6,1.666666667,0,0.2,0.2,Poppy - Top
Renekton,Tony Top,Top,5,1,15,2.82,0.3588,365.86,8.03,79.6,0.95,0.6,375.8,48,14,3.428571429,1,0.104166667,0.1042,Renekton - Top
Renekton,Niles,Top,2,1,16.5,2.57,0.5404,522.96,8.04,84,0.95,8.5,395.5,48,14,3.428571429,1,0.041666667,0.0417,Renekton - Top
Renekton,Dragoon,Top,1,1,15,4.5,0.5,531.37,6.56,80,1,0,933,48,14,3.428571429,1,0.020833333,0.0208,Renekton - Top
Renekton,TheRealPhilip,Top,6,0.8333,13.67,6.33,0.5101,393.45,6.67,65.5,0.77,0.67,798.67,48,14,3.428571429,0.8333,0.125,0.125,Renekton - Top
Renekton,Sunwoojung,Top,4,0.75,16.75,2.53,0.4778,391.6,7.19,72,1.21,4.75,-343.75,48,14,3.428571429,0.75,0.083333333,0.0833,Renekton - Top
Renekton,Quas,Top,2,0.5,15,2.38,0.2317,478.11,8.87,85.5,0.75,7,1209,48,14,3.428571429,0.5,0.041666667,0.0417,Renekton - Top
Renekton,Gible,Top,2,0.5,17,8,0.675,396.2,8.05,64.5,0.96,2,-142.5,48,14,3.428571429,0.5,0.041666667,0.0417,Renekton - Top
Renekton,T21 Kedeck,Top,3,0.3333,14.67,1.43,0.4153,488.52,6.26,69,0.88,0,1922.33,48,14,3.428571429,0.3333,0.0625,0.0625,Renekton - Top
Renekton,Dinka,Top,3,0.3333,14.67,2.08,0.4821,462.99,6.76,62.67,0.96,1.33,-665.33,48,14,3.428571429,0.3333,0.0625,0.0625,Renekton - Top
Renekton,Aetheres,Top,9,0.3333,16.44,2.05,0.6077,513.1,7.55,72.56,0.92,4.33,695.44,48,14,3.428571429,0.3333,0.1875,0.1875,Renekton - Top
Renekton,Eastan,Top,6,0.1667,15.5,1.42,0.4869,396.91,6.47,70.67,0.81,1.33,471.33,48,14,3.428571429,0.1667,0.125,0.125,Renekton - Top
Renekton,XQC ALPHA SNIPER,Top,2,0,12,0.38,0.3611,347.04,7.02,69,0.8,0,580,48,14,3.428571429,0,0.041666667,0.0417,Renekton - Top
Renekton,Rodov,Top,1,0,18,0.4,0.4,283.33,8.89,74,1.08,0,502,48,14,3.428571429,0,0.020833333,0.0208,Renekton - Top
Renekton,Engo,Top,2,0,10.5,0.33,0.225,295.39,6.44,60,0.96,0,-2237,48,14,3.428571429,0,0.041666667,0.0417,Renekton - Top
Riven,Aetheres,Top,1,1,17,3.5,0.3684,493.69,9.06,73,0.9,8,1867,1,1,1,1,1,1,Riven - Top
Rumble,Rodov,Top,4,0.75,15,3.86,0.5608,794.84,6.41,73.25,0.78,2.25,478.75,10,4,2.5,0.75,0.4,0.4,Rumble - Top
Rumble,TheRealPhilip,Top,3,0.6667,14.67,3.73,0.4858,540.03,6.08,67,0.7,4.67,-565.67,10,4,2.5,0.6667,0.3,0.3,Rumble - Top
Rumble,Quas,Top,2,0.5,15.5,5,0.7102,640.45,7.57,78.5,0.82,1,1191,10,4,2.5,0.5,0.2,0.2,Rumble - Top
Rumble,Engo,Top,1,0,18,2,0.7692,605.58,6.84,66,1.19,0,427,10,4,2.5,0,0.1,0.1,Rumble - Top
Ryze,TheRealPhilip,Top,2,1,15,5.5,0.3681,673.96,8.32,75,0.85,8.5,988.5,9,6,1.5,1,0.222222222,0.2222,Ryze - Top
Ryze,Niles,Top,1,1,16,3,0.4,519.31,9.34,80,0.97,1,-262,9,6,1.5,1,0.111111111,0.1111,Ryze - Top
Ryze,Tenacity,Top,2,0.5,15,3,0.3801,461.57,9.87,76.5,0.83,3.5,742.5,9,6,1.5,0.5,0.222222222,0.2222,Ryze - Top
Ryze,Brown Man Darius,Top,2,0.5,14,1.3,0.5985,443.34,7.43,58.5,1.04,1,820,9,6,1.5,0.5,0.222222222,0.2222,Ryze - Top
Ryze,PieCakeLord,Top,1,0,16,1,0.4,370.75,9.36,83,0.53,4,-22,9,6,1.5,0,0.111111111,0.1111,Ryze - Top
Ryze,Engo,Top,1,0,15,2,0.381,473.2,7.3,51,0.84,5,-1221,9,6,1.5,0,0.111111111,0.1111,Ryze - Top
Sett,Quas,Top,2,1,14,4.5,0.5254,754.65,7.38,77,0.61,1,1646,82,20,4.1,1,0.024390244,0.0244,Sett - Top
Sett,Rodov,Top,12,0.8333,15.17,3.1,0.4248,587.64,7.19,76.25,0.72,2.17,880.33,82,20,4.1,0.8333,0.146341463,0.1463,Sett - Top
Sett,Sunwoojung,Top,7,0.7143,15.86,3.11,0.6011,510.65,5.89,61,1.05,0.57,13.43,82,20,4.1,0.7143,0.085365854,0.0854,Sett - Top
Sett,Niles,Top,7,0.7143,15,2.73,0.5666,506.42,6.73,70.71,0.84,2.29,536.86,82,20,4.1,0.7143,0.085365854,0.0854,Sett - Top
Sett,Aetheres,Top,7,0.7143,15.29,2.32,0.4153,524.21,6.65,70.29,0.86,0.29,641.86,82,20,4.1,0.7143,0.085365854,0.0854,Sett - Top
Sett,Tony Top,Top,3,0.6667,14,1.06,0.4032,433.85,6.28,71.33,0.66,0.33,160,82,20,4.1,0.6667,0.036585366,0.0366,Sett - Top
Sett,PieCakeLord,Top,9,0.6667,15.56,2.83,0.6131,588.06,6.55,63.78,0.82,2.89,591.11,82,20,4.1,0.6667,0.109756098,0.1098,Sett - Top
Sett,Lawrence,Top,12,0.5833,14.75,1.74,0.4605,630.47,6.14,66.08,0.86,3.25,398.08,82,20,4.1,0.5833,0.146341463,0.1463,Sett - Top
Sett,InchesEvan,Top,2,0.5,15,1,0.3957,476.06,5.99,59,0.74,0,-302,82,20,4.1,0.5,0.024390244,0.0244,Sett - Top
Sett,Gible,Top,5,0.4,14.6,1.78,0.5131,443.47,6.43,63.2,0.77,0.2,-404.4,82,20,4.1,0.4,0.06097561,0.061,Sett - Top
Sett,Dragoon,Top,4,0.25,15,1.95,0.4292,531.52,5.61,67.25,0.81,0,130,82,20,4.1,0.25,0.048780488,0.0488,Sett - Top
Sett,XQC ALPHA SNIPER,Top,1,0,15,1.33,0.4,826.88,5.79,53,0.55,0,-977,82,20,4.1,0,0.012195122,0.0122,Sett - Top
Sett,Tenacity,Top,1,0,11,0.25,0.5,226.25,7.42,70,0.35,0,-440,82,20,4.1,0,0.012195122,0.0122,Sett - Top
Sett,T21 Kedeck,Top,1,0,13,0.33,0.3333,443.72,5.04,63,0.78,0,-740,82,20,4.1,0,0.012195122,0.0122,Sett - Top
Sett,Srrty,Top,2,0,15,0.57,0.2591,411.71,6.6,67.5,0.9,6.5,1119.5,82,20,4.1,0,0.024390244,0.0244,Sett - Top
Sett,K?kvin,Top,2,0,14,0.67,0.4526,302.83,6.7,73.5,0.76,3,-227.5,82,20,4.1,0,0.024390244,0.0244,Sett - Top
Sett,Dinka,Top,1,0,15,0.71,0.5,352.72,7.15,72,0.87,0,-472,82,20,4.1,0,0.012195122,0.0122,Sett - Top
Sett,CJSphinx,Top,1,0,12,0.25,0.5,496.13,5.66,69,0.78,0,-558,82,20,4.1,0,0.012195122,0.0122,Sett - Top
Sett,CJ,Top,1,0,15,1.4,0.5385,519.15,6.3,65,1.46,8,-543,82,20,4.1,0,0.012195122,0.0122,Sett - Top
Sett,Brown Man Darius,Top,2,0,16,1.17,0.4458,524.19,6.17,57.5,1.09,2,-394.5,82,20,4.1,0,0.024390244,0.0244,Sett - Top
Shen,Quas,Top,4,0.5,15.75,4.06,0.6485,536.76,6.5,64.5,0.67,4,930.5,14,5,2.8,0.5,0.285714286,0.2857,Shen - Top
Shen,T21 Kedeck,Top,7,0.2857,14.14,2.13,0.4729,358.6,5.48,59.14,0.65,1.14,-866.43,14,5,2.8,0.2857,0.5,0.5,Shen - Top
Shen,PieCakeLord,Top,1,0,15,2.25,0.8182,415.66,5.43,48,0.73,0,-1717,14,5,2.8,0,0.071428571,0.0714,Shen - Top
Shen,FallenBandit,Top,1,0,16,1.4,0.7778,447.48,7.46,61,1.07,0,-336,14,5,2.8,0,0.071428571,0.0714,Shen - Top
Shen,Aetheres,Top,1,0,14,1.11,0.7143,449.45,4.57,51,1.35,0,-322,14,5,2.8,0,0.071428571,0.0714,Shen - Top
Singed,T21 Kedeck,Top,1,1,16,17,0.5667,533.32,8.81,71,0.99,1,2608,4,3,1.333333333,1,0.25,0.25,Singed - Top
Singed,Mateusz,Top,2,0,16.5,3,0.7105,441.32,6.19,58.5,0.77,0,-156,4,3,1.333333333,0,0.5,0.5,Singed - Top
Singed,InchesEvan,Top,1,0,13,2,0.5,342.63,5.12,57,0.87,0,-933,4,3,1.333333333,0,0.25,0.25,Singed - Top
Sion,Topopotamus,Top,1,1,16,3,0.5714,335.14,6.8,66,1.08,0,1010,7,5,1.4,1,0.142857143,0.1429,Sion - Top
Sion,Rodov,Top,2,1,13.5,5.8,0.5648,446.04,7.21,76,0.84,0,1123.5,7,5,1.4,1,0.285714286,0.2857,Sion - Top
Sion,Quas,Top,1,1,17,2.33,0.6087,568.82,5.17,79,0.45,2,1138,7,5,1.4,1,0.142857143,0.1429,Sion - Top
Sion,T21 Kedeck,Top,2,0,13.5,0.73,0.3818,354.35,6.17,61.5,0.53,0,-617.5,7,5,1.4,0,0.285714286,0.2857,Sion - Top
Sion,InchesEvan,Top,1,0,14,1,0.3333,288.76,5.85,64,0.65,0,-1837,7,5,1.4,0,0.142857143,0.1429,Sion - Top
Soraka,Dinka,Top,1,1,16,3.67,0.6111,389.32,3.87,48,1.19,2,-507,9,3,3,1,0.111111111,0.1111,Soraka - Top
Soraka,Eastan,Top,7,0.2857,13.29,2.09,0.6407,264.89,3.98,51.29,0.79,0,-1455,9,3,3,0.2857,0.777777778,0.7778,Soraka - Top
Soraka,Topopotamus,Top,1,0,14,1,0.3333,250.93,4.51,70,0.6,0,462,9,3,3,0,0.111111111,0.1111,Soraka - Top
Sylas,Tony Top,Top,1,1,16,5.33,0.8421,537.36,5.55,53,0.78,0,-372,15,8,1.875,1,0.066666667,0.0667,Sylas - Top
Sylas,Rodov,Top,1,1,14,1,0.1667,354.5,7.21,75,1.06,0,-147,15,8,1.875,1,0.066666667,0.0667,Sylas - Top
Sylas,Dragoon,Top,4,0.75,14.25,3.45,0.4849,587.06,5.92,56.75,0.69,0.75,44.75,15,8,1.875,0.75,0.266666667,0.2667,Sylas - Top
Sylas,Tenacity,Top,3,0.6667,16.33,2.29,0.4989,596.85,7.79,73,0.9,3.33,434,15,8,1.875,0.6667,0.2,0.2,Sylas - Top
Sylas,PieCakeLord,Top,1,0,18,1.86,0.6842,415.02,5.85,78,0.92,0,3447,15,8,1.875,0,0.066666667,0.0667,Sylas - Top
Sylas,Niles,Top,2,0,16,1.33,0.6645,430.61,5.45,67,0.9,0,-343.5,15,8,1.875,0,0.133333333,0.1333,Sylas - Top
Sylas,Dinka,Top,1,0,15,2.6,0.6842,611.32,6.22,40,0.75,0,-1010,15,8,1.875,0,0.066666667,0.0667,Sylas - Top
Sylas,A 5,Top,2,0,13,0.5,0.2843,344.96,5.1,47,0.62,0,-2603,15,8,1.875,0,0.133333333,0.1333,Sylas - Top
Vayne,CJSphinx,Top,1,0,11,1,0.4167,368.44,5.61,66,0.63,0,-1033,1,1,1,0,1,1,Vayne - Top
Vladimir,Tenacity,Top,1,1,16,7,0.2593,509.04,9.53,72,0.57,17,1413,8,5,1.6,1,0.125,0.125,Vladimir - Top
Vladimir,Quas,Top,1,1,16,7.5,0.8333,747.58,8.03,79,0.92,4,273,8,5,1.6,1,0.125,0.125,Vladimir - Top
Vladimir,Tony Top,Top,4,0.75,16.75,4.33,0.5005,510.86,8.14,72,0.82,2.75,721.5,8,5,1.6,0.75,0.5,0.5,Vladimir - Top
Vladimir,Dinka,Top,1,0,15,0.67,0.25,348.87,7.47,61,0.49,0,-1034,8,5,1.6,0,0.125,0.125,Vladimir - Top
Vladimir,Brown Man Darius,Top,1,0,13,2.67,0.6667,694.27,7.36,83,0.97,0,-515,8,5,1.6,0,0.125,0.125,Vladimir - Top
Volibear,Rodov,Top,4,1,14.5,4.78,0.5294,477.59,7.09,74.75,0.72,1.25,1098.75,49,15,3.266666667,1,0.081632653,0.0816,Volibear - Top
Volibear,Aetheres,Top,3,1,15,1.84,0.4413,732.39,6.93,67.33,0.8,7.33,652,49,15,3.266666667,1,0.06122449,0.0612,Volibear - Top
Volibear,A 5,Top,1,1,16,5.5,0.4783,433.88,6.84,64,0.85,4,2449,49,15,3.266666667,1,0.020408163,0.0204,Volibear - Top
Volibear,Quas,Top,3,0.6667,14.33,1.21,0.2824,330.25,5.64,64,0.58,0.67,-849,49,15,3.266666667,0.6667,0.06122449,0.0612,Volibear - Top
Volibear,Engo,Top,7,0.5714,15,2.82,0.5089,502.94,6.94,74.43,1.01,2.29,471.43,49,15,3.266666667,0.5714,0.142857143,0.1429,Volibear - Top
Volibear,XQC ALPHA SNIPER,Top,2,0.5,16.5,3.29,0.4144,586.63,7.68,80,0.84,4.5,1845.5,49,15,3.266666667,0.5,0.040816327,0.0408,Volibear - Top
Volibear,TheRealPhilip,Top,2,0.5,16,2.75,0.6058,344.85,6.55,70,0.92,0,131,49,15,3.266666667,0.5,0.040816327,0.0408,Volibear - Top
Volibear,Dragoon,Top,2,0.5,16.5,3.14,0.5982,371.16,5.32,48,0.72,0.5,64,49,15,3.266666667,0.5,0.040816327,0.0408,Volibear - Top
Volibear,PieCakeLord,Top,10,0.3,16,2.09,0.5808,474.52,6.05,65.8,0.9,1.5,227.9,49,15,3.266666667,0.3,0.204081633,0.2041,Volibear - Top
Volibear,InchesEvan,Top,6,0.1667,14.17,1.53,0.5848,350,6.19,69.5,0.73,0.67,-235.33,49,15,3.266666667,0.1667,0.12244898,0.1224,Volibear - Top
Volibear,Tony Top,Top,2,0,13.5,1.18,0.3609,334.17,5.64,63.5,1.06,0,-1645,49,15,3.266666667,0,0.040816327,0.0408,Volibear - Top
Volibear,Lawrence,Top,1,0,11,0,0,231.82,9.09,88,0.52,4,896,49,15,3.266666667,0,0.020408163,0.0204,Volibear - Top
Volibear,Gible,Top,4,0,14.75,1.55,0.5043,497.34,6.73,69.5,0.7,0,-541,49,15,3.266666667,0,0.081632653,0.0816,Volibear - Top
Volibear,Dinka,Top,1,0,18,2.25,0.5294,778.89,8.35,67,0.92,42,2789,49,15,3.266666667,0,0.020408163,0.0204,Volibear - Top
Volibear,Brown Man Darius,Top,1,0,13,1.67,0.5556,266,5.94,72,0.93,0,816,49,15,3.266666667,0,0.020408163,0.0204,Volibear - Top
Wukong,PieCakeLord,Top,7,0.8571,14.86,3.32,0.5118,529.4,6.9,64.43,0.69,3,416.29,72,16,4.5,0.8571,0.097222222,0.0972,Wukong - Top
Wukong,TheRealPhilip,Top,9,0.6667,15.22,2.56,0.3811,492.89,6.07,65,0.82,2.89,-240.33,72,16,4.5,0.6667,0.125,0.125,Wukong - Top
Wukong,Quas,Top,8,0.625,14.25,4.25,0.5514,428.51,7.22,61.75,0.87,2.75,-184.13,72,16,4.5,0.625,0.111111111,0.1111,Wukong - Top
Wukong,Engo,Top,5,0.6,16.8,2.96,0.5135,550.93,6.93,70.8,0.94,2.2,-15.4,72,16,4.5,0.6,0.069444444,0.0694,Wukong - Top
Wukong,Niles,Top,2,0.5,15.5,1.6,0.562,528.12,6.71,78.5,0.81,4,903,72,16,4.5,0.5,0.027777778,0.0278,Wukong - Top
Wukong,Mateusz,Top,4,0.5,15,3.69,0.4954,548.18,6.43,56.5,0.75,2,-1280,72,16,4.5,0.5,0.055555556,0.0556,Wukong - Top
Wukong,Lawrence,Top,6,0.5,14.5,1.26,0.4442,407.88,6.25,70.17,0.89,1.83,171.67,72,16,4.5,0.5,0.083333333,0.0833,Wukong - Top
Wukong,InchesEvan,Top,4,0.5,14.25,1.75,0.5394,442.46,6.58,64.25,0.56,0,-627,72,16,4.5,0.5,0.055555556,0.0556,Wukong - Top
Wukong,Tony Top,Top,12,0.3333,15.83,2.21,0.5531,407.77,6.88,67,0.75,0,12.17,72,16,4.5,0.3333,0.166666667,0.1667,Wukong - Top
Wukong,XQC ALPHA SNIPER,Top,1,0,13,1.75,0.7,448.42,6.4,51,0.45,0,-808,72,16,4.5,0,0.013888889,0.0139,Wukong - Top
Wukong,T21 Kedeck,Top,3,0,13.33,1.28,0.7801,453.7,6.28,59,0.61,2.67,-1331,72,16,4.5,0,0.041666667,0.0417,Wukong - Top
Wukong,Rodov,Top,1,0,15,0.6,0.2727,205.1,6.04,69,0.6,0,-1492,72,16,4.5,0,0.013888889,0.0139,Wukong - Top
Wukong,Gible,Top,3,0,16,1.57,0.5647,443.07,7.26,75,0.63,6.33,1056.67,72,16,4.5,0,0.041666667,0.0417,Wukong - Top
Wukong,CJSphinx,Top,2,0,13.5,0.92,0.4353,514.81,5.86,61.5,0.6,0,803,72,16,4.5,0,0.027777778,0.0278,Wukong - Top
Wukong,Aetheres,Top,3,0,14.67,0.95,0.4492,596.74,6.61,63.67,0.89,2.67,-410.33,72,16,4.5,0,0.041666667,0.0417,Wukong - Top
Wukong,A 5,Top,2,0,16,1.83,0.5323,566.51,6.95,64,0.67,0,83.5,72,16,4.5,0,0.027777778,0.0278,Wukong - Top
Yasuo,Brown Man Darius,Top,1,1,11,11,0.5238,466.5,8.44,75,0.7,1,4080,1,1,1,1,1,1,Yasuo - Top
